Timestamp,Original,Processed,Relation
1739121842921,31.583226588902633,32.58322658890263,1
1739121843930,79.52918992602275,80.52918992602275,1
1739121844940,99.87407846293652,100.87407846293652,1
1739121845954,73.34626774487796,74.34626774487796,1
1739121846968,24.801488411653434,25.801488411653434,1
1739121847978,0.026578109430694496,1.0265781094306945,1
1739121848990,22.123674328132363,23.123674328132363,1
1739121850003,70.46089472835568,71.46089472835568,1
1739121851011,99.50239373226354,100.50239373226354,1
1739121852023,82.21072897311237,83.21072897311237,1
1739121853037,34.556533667144414,35.556533667144414,1
1739121854050,1.4785225239818587,2.4785225239818587,1
1739121855056,13.834335311400622,14.834335311400622,1
1739121856068,60.10058258135408,61.10058258135408,1
1739121857077,96.82322600455348,97.82322600455348,1
1739121858087,89.7552700202794,90.7552700202794,1
1739121859097,45.465307820411226,46.465307820411226,1
1739121860109,5.37588103867914,6.37588103867914,1
1739121861118,7.140872464671105,8.140872464671105,1
1739121862121,48.66146753729748,49.66146753729748,1
1739121863130,91.58676817286508,92.58676817286508,1
1739121864140,95.62524795444565,96.62524795444565,1
1739121865152,56.84675007765045,57.84675007765045,1
1739121866163,11.666655088178643,12.666655088178643,1
1739121867173,2.4267889850030286,3.4267889850030286,1
1739121868186,37.874167805611165,38.874167805611165,1
1739121869197,84.66437262957757,85.66437262957757,1
1739121870203,98.99092839568974,99.99092839568974,1
1739121871216,67.45224836345287,68.45224836345287,1
1739121872221,19.802488409612213,20.802488409612213,1
1739121873231,0.19194783506255675,1.1919478350625567,1
1739121874241,27.21561767649605,28.21561767649605,1
1739121875250,75.52884003773255,76.52884003773255,1
1739121876261,99.98567149007596,100.98567149007596,1
1739121877275,77.43201605249638,78.43201605249638,1
1739121878285,29.189964630004997,30.189964630004997,1
1739121879294,0.43848636673547503,1.438486366735475,1
1739121880306,18.121887870536487,19.121887870536487,1
1739121881319,65.80757598457723,66.80757598457723,1
1739121882329,98.57726600184401,99.57726600184401,1
1739121883342,85.76042796039278,86.76042796039278,1
1739121884345,39.7688983658279,40.7688983658279,1